"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"India","Alpine Apparels Pvt Ltd (Plot No. 19)","Plot No. 19, Sector 27A, Faridabad, Haryana 121003, India  ","Faridabad","121003","Haryana","911294099432","Accessories","214","38","176","","","","","","",""
"India","ALPINE SHOES PRIVATE LIMITED (PLOT NO. 612, IMT, FBD)","PLOT NO. 612, SECTOR - 69, IMT, FARIDABAD, ","FARIDABAD","121004","Haryana","918448790419","Footwear","300","75","225","0","Alpine Shoes Pvt. Ltd [Baddi]","","","","",""
"India","Alpine Shoes Pvt. Ltd [Baddi]","76 A/B HPSIDC INDUSTRIAL AREA Baddi - HP ","BADDI","173205","Himachal Pradesh","91919810273625","Footwear","298","113","185","406","ALPINE APPARELS PVT LTD","","","","",""
"India","ALPINE SHOES PVT. LTD. (PLOT NO. 14/5, FBD)","PLOT NO. 14/5, DELHI MATHURA ROAD, SECTOR 27 B, ","FARIDABAD","121003","Haryana","911294099400","Footwear","350","60","290","0","Alpine Apparels Pvt. Ltd","","","","",""
"India","ALPINE SHOES PVT. LTD. (PLOT NO. 54, FBD)","PLOT NO. 54, SECTOR - 27A, FARIDABAD HARYANA","Faridabad","121003","Haryana","911294099400","Footwear","313","16","297","0","ALPINE APPARELS PVT LTD","","","","",""
"India","Apache Footwear India Private Ltd","APIIC Industrial park, Mambattu Village Tada Mandal, Tirupati District. ","Tada","524401","Andhra Pradesh","918886688414","Footwear","9920","4975","4848","","Apache Footwear Ltd.","","","","",""
"India","APEX Gudur Footwear Pvt. Ltd","No. 438, Muthyalapadu village, Writerchatram Post, Chillakuru Mandal, Tirupathi District. ","Chillakur","524412","Andhra Pradesh","918886688414","Footwear","704","510","194","","Apache Footwear Ltd.","","","","",""
"India","Arnit Creations Pvt Ltd","C-117-118 Hosiery Complex Phase - II Extension","Noida","201305","Uttar Pradesh","911204348271Ext111","Apparel","508","135","373","","Arnit Creations Pvt Ltd","","","","",""
"India","Aryan Apparels Pvt. Ltd. (Plot No. 266)","Plot No. 266  Sec-06 IMT Manesar","Gurgaon","122050","Haryana","9101244389481","Apparel","520","100","420","","Aryan Apparels Pvt Ltd","","","","",""
"India","Aspen Crew Sports gear","khasra no 143KH,145KA,146KA Mohebewala Industrial Area 248001","Dehradun","248001","Uttarakhand","9837889695","Accessories","240","72","168","","Aspen Crew Sports gear","","","","",""
"India","Camphor Shoes (India) Private Limited","APIIC Industrial Park  (Apache SEZ Development) Mambatuu Village Ta da Mandal","SPSR Nellore District","524401","Andhra Pradesh","919550599559","Footwear","646","0","646","0","Apache Footwear India Private Ltd","","","","",""
"India","CARNIVAL CLOTHING COMPANY","No. 2/A-1,  Chikkaveeranna Road Cross Bannimantap Extension ","Mysore","570015","Karnataka","917338083610","Apparel","1200","1140","60","","Gokaldas Exports Ltd","","","","",""
"India","Euro Clothing Company","122/1; Doddabidarekallu Village Yeshwanthpur Hobli, Tumkur Road 0","Bangalore","560073","Karnataka","91990008502999992306702571536384","Apparel","1584","1262","336","","Gokaldas Exports Ltd","","","","",""
"India","Goodwill Plastic Industries - 1","Goodwill Plastic Industries, Khasra No.3967, Lal Tappar Indl. Area, NH-72, Opp. Birla Power, Majri Grant Dehradun","Dehradun","248140","Uttarakhand","911352499055","Footwear","808","356","452","","Goodwill Plastic Industries - 2","","","","",""
"India","GSB FOOTWEAR PRIVATE LIMITED","PLOT NO. 16, SECTOR 4B  HSIIDC BAHADURGARH, JHAJJAR, HARYANA 124507","JHAJJAR","124507","Haryana","919810267165","Footwear","170","50","120","","GSB FOOTWEAR PRIVATE LIMITED","","","","",""
"India","HIGH STREET FASHIONS PRIVATE LIMITED","Plot No : B-17,  &  B-18, B-03 & B-04 22 Godown  Industrial Estate, Jaipur","Jaipur","302006","Rajasthan","911412214074EXT24","Accessories","36","13","23","0","HIGH STREET FASHIONS PRIVATE LIMITED","","","","",""
"India","Hong yang industry India Pvt Ltd","C/O APACHE SEZ DEVELOPMENT INDIA P MAMBATTU VILLAGE & POST TADA MANDAL,   TADA Nellore AP 524401 IN","Nellore,","56145","Andhra Pradesh","919515982044","Footwear","252","49","194","","","","","","",""
"India","Infiiloom India Private Limited","Gat No. 1231 (Part) Sanaswadi,  Taluka Shirur  District Pune","Pune","412208","Maharashtra","912737667900","Accessories","1030","136","894","0","Infiiloom India Private Limited","","","","",""
"India","KORRUN INDIA PRIVATE LIMITED","Plot No.S-662 TB Road Srirangapatna Mandya District","MANDYA","571438","Karnataka","917899662420","Accessories, Apparel","723","406","38","3","KORRUN INDIA PRIVATE LIMITED","","","","",""
"India","M/S SOLTEC ( A UNIT OF MOCHIKO SHOES PVT. LTD.)","Khasra No. 3901, 3902, 3903 & 3904 Lal Tappar Industrial Area, Dehradun  ","Dehradun","248140","Uttarakhand","911352499079","Footwear","669","136","533","0","M/S SOLTEC","","","","",""
"India","Maral Overseas Limited","C-126, Sector-63,  ","Noida","201307","Uttar Pradesh","919810987780","Apparel","867","297","570","","Maral Overseas Ltd","","","","",""
"India","Maral Overseas Limited - 2","D 347 Sector 63 Noida","Gautam Buddha Nagar","201305","Uttar Pradesh","919810987780","Apparel","367","118","249","","Maral Overseas Ltd","","","","",""
"India","Maral Overseas Limited - 3","A-37 SECTOR - 64 ","NOIDA","201301","Uttar Pradesh","919810987780","Apparel","165","29","136","","Maral Overseas Ltd","","","","",""
"India","MaxKing (India) Footwear Private Limited","MaxKing (India) Footwear Private Limited, Mambattu village, Tada mandal. SPSR Nellore District","Nellore","524401","Andhra Pradesh","9108623308888Ext5213","Footwear","23","10","13","","Apache Footwear Ltd.","","","","",""
"India","MOCHIKO SHOES PRIVATE LIMITED - UNIT - VI","KHASRA NO. 3874 LAL TAPPAR, INDUSTRIAL AREA ","DEHRADUN","248140","Uttarakhand","918192000392","Footwear","280","136","233","0","Mochiko Shoes Pvt. Ltd.","","","","",""
"India","Mochiko Shoes Pvt. Ltd.","Khasra No.-3912, Lal Tappar Industrial Area Majri Grant, NH-72 ","Dehradun","248140","Uttarakhand","9764378685","Footwear","1120","495","625","0","Mochiko Shoes Pvt. Ltd.","","","","",""
"India","Mochiko Shoes Unit-4","KHASRA NO.3914 LALTAPPAR IND.AREA MAJRIGRANT","Dehradun","248140","Uttarakhand","910124991370000023564673576075264","Footwear","418","134","284","0","Mochiko Shoes Pvt. Ltd.","","","","",""
"India","MOCHIKO SPORTS PRIVATE LIMITED","KHASRA NO - 3879,  3880 & 3844 LAL TAPPAR, INDUSTRIAL AREA","Dehradun","248140","Uttarakhand","9764378685","Footwear","1038","492","546","","MOCHIKO SHOES PRIVATE LIMITED - UNIT - VI","","","","",""
"India","RADNIK EXPORTS","PLOT NO. 16 SECTOR - 90 PHASE II, NOIDA","Gautam Buddha Nagar","201305","Uttar Pradesh","919810150948","Apparel","549","234","315","","Radnik Exports","","","","",""
"India","SOLTEC (UNIT-II) ( A UNIT OF MOCHIKO SHOES PVT. LTD.)","SOLTEC (UNIT-II), KHASRA NO. 3964 & 3695  LAL TAPPAR INDUSTRIAL AREA, DEHRADUN ","DEHRADUN","248140","Uttarakhand","918126129403","Footwear","684","217","467","0","M/S SOLTEC","","","","",""
"India","SSIPL RETAIL LIMITED (BHAGANI)","Village Bhagani Paonta Sahib Distt Sirmour ","Sirmour","173025","Himachal Pradesh","9205822996","Footwear","449","177","272","0","SSIPL RETAIL LTD","","","","",""
"India","SSIPL RETAIL LTD - Kundli","75 Sersa Road Kundli 0","Sonipat (HR)","131001","Haryana","91999211441999991573960634400768","Footwear","2846","1022","1824","0","SSIPL RETAIL LTD","","","","",""
"Indonesia","P.T. Kahatex","JL. Cijerah Cigondewah Girang No. 16 RT 001/ RW 032 Melong - Cimahi Selatan Cimahi - Jawa Barat","Cimahi","40534","Jawa Barat","62226031030/6031566","Accessories, Apparel","3319","2924","395","3319","P.T. Kahatex","","","","",""
"Indonesia","PT APPAREL ONE INDONESIA_2"," Wijaya  Kawasan Industrial Estate,Jl Tugu Wijaya IV, Randugarut Sub-District, Tugu  Distric","Semarang","50153","Jawa Tengah","62248664484","Apparel","3746","2071","1675","0","WELLCORP HOLDINGS TRADING HK LIMITED","","","","",""
"Indonesia","PT Baiksan Indonesia","Jl Bumi Mas I No 7 Kawasan Industri & Pergudangan Cikupamas","Tangerang","15710","Banten","622159403333","Footwear","247","147","100","","","","","","",""
"Indonesia","PT Bintan Bersatu Apparel","Jalan Orchard Boulevard  NO. 12  Desa/Kelurahan Belian, Kec, Batam Kota Kota Batam","Batam Kota, Kepulauan Riau","29464","Provinsi Riau","627784032000","Apparel","3051","2470","504","","BIHQ Pte Ltd.","","","","",""
"Indonesia","PT Bintang Indokarya Gemilang","Jl. Raya Cendrawasih KM 20 Desa Tengguli No. 06 Kecamatan Tanjung Kabupaten Brebes","Brebes","52254","Jawa Tengah","6208108161912090","Footwear","8652","6698","1954","21","Star Asia Trading Pte. Ltd.","","","","",""
"Indonesia","PT Boo Young Indonesia","NOMOR 6A&6B, JALAN MODERN INDUSTRI IV KAWASAN INDUSTRI CIKANDE  NAMBO UDIK ,CIKANDE","Serang","42186","Banten","62254400123","Footwear","108","47","61","","","","","","",""
"Indonesia","PT Eagle Glove Indonesia","Desa Bayen Purwomartani, Kalasan Sleman","Sleman","55571","Daerah Istimewa Yogyakarta","6227449164547","Accessories","1029","822","207","","PT Eagle Glove Indonesia","","","","",""
"Indonesia","PT Gistex Garmen Indonesia -1","Jl. Panyawungan KM. 19 Cileunyi Wetan Kabupaten Bandung  ","Bandung","40622","Jawa Barat","62227796683","Apparel","540","427","113","","","","","","",""
"Indonesia","PT Glostar Indonesia (PGD adidas)","Jl. Pelabuan II KM. 14.5 RT. 003 RW. 005 Desa Bojongraharja Kecamatan Cikembar","Sukabumi","43157","Jawa Barat","6202666323846Ext6030","Footwear","9900","8170","2164","66","The Look Macao Commercial Offshore Co Ltd","","","","",""
"Indonesia","PT Glostar Indonesia 2","Jl. Raya Sukabumi Cianjur Km. 13  Desa Titisan, Kecamatan Sukalarang Kabupaten Sukabumi","Sukabumi","43191","Jawa Barat","62266260800","Footwear","8158","6142","2016","0","The Look Macao Commercial Offshore Co Ltd","","","","",""
"Indonesia","PT Hwaseung Indonesia (HWI)","Jalan Krasak Desa Banyuputih RT09/RW03 Kalinyamatan ","Jepara","59467","Jawa Tengah","622917512198","Footwear","19812","16168","3644","57","HWASEUNG INDUSTRIES CO.,LTD.","","","","",""
"Indonesia","PT Lucky Textile Semarang ","Jl. Coaster No. 8 Blok A 07-10 Kec. Semarang Utara","Semarang","50174","Jawa Tengah","62243514601","Apparel","1012","924","88","","Tung Mung Textile Co (S) Pte Ltd","","","","",""
"Indonesia","PT Megah Mas Prima","KM 4.7, KEL. PRIUK, KEC. PRIUK  ","Tangerang","15131","Banten","8129111268","Footwear","900","550","350","","","","","","",""
"Indonesia","PT Nikomas Gemilang (PCI adidas)","Jl. Raya Serang Km 71 Desa Tambak Kec. Kibin Kab. Serang","Serang","42185","Banten","620254401586Ext3977","Footwear","13948","11415","2533","79","The Look Macao Commercial Offshore Co Ltd","","","","",""
"Indonesia","PT Pan Brothers TBK (Fty 8)","Jl. Raya Solo- Sragen Km. 22 Dk .Dawangan, Ds. Purwosuman ","Sragen","57281","Jawa Tengah","622718822200","Apparel","2615","2018","597","","PT Prima Sejati Sejahtera","","","","",""
"Indonesia","PT Panarub Industry","Jl. Moch Toha Km. 1 Pasar Baru Desa Gerendeng","Tangerang","15113","Banten","62215520047","Footwear","7563","6052","1511","","Star Asia Trading Pte. Ltd.","","","","",""
"Indonesia","PT Parkland World Indonesia","Jalan Raya Serang KM.68 Desa Nambo Ilir Kecamatan Kibin ","Serang","42186","Banten","62254402301Ext121","Footwear","9542","8390","1152","","PT Parkland World Indonesia","","","","",""
"Indonesia","PT Prima Sejati Sejahtera","Dk. Butuh RT.01 RW.02 Ds. Butuh Kec. Mojosongo","Kab. Boyolali","57322","Jawa Tengah","62276320023","Apparel","7823","4731","3092","","PT Pancaprima Ekabrothers","","","","",""
"Indonesia","PT Pungkook Indonesia One[Grobogan]","Jl. Raya Purwodadi-Blora KM. 18  Desa. Tanjungrejo Kec. Wirosari ","Kab. Grobogan","58192","Jawa Tengah","628112163919","Accessories","13415","11619","1796","","Pungkook Corporation","","","","",""
"Indonesia","PT TAH SUNG HUNG (SHI)","Jalan PEMUDA NO. 35A Kel. Jagapura, Kec. Kersana Kab. Brebes","BREBES","52264","Jawa Tengah","283652174","Footwear","2343","1453","890","10000","SWARM INT'L TRADING LIMITED","","","","",""
"Indonesia","PT. Apparel One Indonesia","Kawasan Berikat PT Putra Wijayakusuma Sakti, Kawasan Industri Wijaya Kusuma Blok B 05, Jl. Semarang Kendal Km.12 Kel. Randugarut, Kec. Tugu","Semarang","50153","Jawa Tengah","62248664484","Apparel","2153","1337","816","0","WELLCORP HOLDINGS TRADING HK LIMITED","","","","",""
"Indonesia","PT. Global Way Indonesia (Madiun facility)","Jalan Raya Pilangkenceng KEDUNGREJO ","Madiun","63154","Jawa Timur","6235138200000000000","Accessories","2384","1493","891","","Long Way Enterprise Co Ltd","","","","",""
"Indonesia","PT. Greentex Indonesia Utama II (New)","JL. RAYA BANJARAN KM. 16.5 DS. BATUKARUT  KECAMATAN ARJASARI","BANDUNG","40379","Jawa Barat","622282264966459","Apparel","1870","1326","544","12","Snogen Green Co Ltd","","","","",""
"Indonesia","PT. Holi Karya Sakti","Jl. Raya Semarang Purwodadi Km 28 Kel. Mangunsari Kec. Tegowanu ","Kab. Grobogan","58165","Jawa Tengah","62925135068","Accessories","1453","1173","280","","The Naigai Corporation","","","","",""
"Indonesia","PT. Jiale Indonesia Textile","Jl. Pecangaan - Bate no. 288 Ds. Gemulung Kec. Pecangaan, Kab. Jepara","Jepara","59460","Jawa Tengah","62291751205000000360065141833728","Apparel","3511","1394","2117","","","","","","",""
"Indonesia","PT. Parkland World Indonesia (PWI-Rembang)","Desa Pasar Banggi Jl Raya Rembang pamotan Km 5 Kec. Rembang Rembang-Jawa Tengah","Rembang","59219","Jawa Tengah","3216820201","Footwear","6501","5695","806","10","","","","","",""
"Indonesia","PT. Parkland World Indonesia Jepara","Jalan Raya Jepara - Kudus Desa Pelang RT 06 RW 02 Kecamatan Mayong, Kabupaten Jepara","Jepara","59465","Jawa Tengah","62917520290","Footwear","15743","13636","2107","33","PT Parkland World Indonesia","","","","",""
"Italy","CALZATURIFICIO JUMBO SPA","Via Fenil Novo 6  ","San Martino B.A.","37036","Veneto","390458780540","Footwear","113","88","39","1","","","","","",""
"Italy","CIFRA SPA","Via Sabbionette, 7  ","Verano Brianza /MB","20843","Lombardia","390362992880","Apparel","85","60","25","","","","","","",""
"Italy","NORMAN S.R.L.","VIA GRECIA 2/4  ","CASTEL GOFFREDO","46042","","390376788901","Apparel","60","23","37","","NORMAN S.R.L.","","","","",""
"Italy","Ricamificio Moda di Peccenini Ornella","Via S. Giovanni Bosco 3  ","Campofiorenzo fr di Casatenovo","23880","lecco","390395301481","Apparel","5","4","1","","Ricamificio Aschei Srl","","","","",""
"Italy","Serigrafia Bonanomi","via trieste 26  ","erba","22036","Lombardia","3939031646078","Apparel","7","4","3","","","","","","",""
"Italy","Stamperia Alicese","Via Torino 73  ","Cavaglià","13881","Select","390161996286","Apparel","65","48","17","8","","","","","",""
"Italy","Stilscreen","Via dell'artigianato 35/37  ","Bellusco","20882","Lombardia","390396840033","Apparel","45","25","20","4","","","","","",""
"Italy","TOP SERI SNC DI CARAMEL E VANZETTO & C","VIA LOMBARDIA N.5  ","MONASTIER DI TREVISO","31050","Veneto","390422898120","Apparel","32","16","16","","","","","","",""
"Japan","Asante Corporation","73-2 Inbecho  ","Kashiharashi","634-0833","Nara","81744246000","Accessories","38","20","18","","Asante Corporation","","","","",""
"Japan","FULLCOUNT CO., LTD","1-1-1 Kyutaromachi, Chuoku  ","Osaka","541-0046","Osaka","81647051108","Apparel","10","9","1","","","","","","",""
"Japan","The Naigai Corporation (Factory)","1095 Matsubara ","Higashi Kagawa City","769-2796","Kagawa","8181879251311","Accessories","66","37","29","","The Naigai Corporation","","","","",""
"Jordan","Al Masera Textiles Co. [Bdg.1]","Alhassan Industrial Estate PO Box 43 ","Irbid","21110","Select","962795402438","Apparel","492","390","102","","Al Masera Expansion","","","","",""
"Jordan","Classic Fashion Apparel Industry Ltd Co. - Unit 02","Sector # 21, Plot # 1-7, P.O. Box 54, Al Hassan Industrial Estate, Sector No 21, ramtha, Irbid, Jordan 21467 ","Irbid","21467","Irbid","96227391369","Apparel","3624","3033","591","","","","","","",""
"Jordan","Classic Fashion Apparel Industry Ltd. Co- SAMPLING UNIT","Samar Street, Setor#2 Plot # 03, P.O. Box 54,  Al Hassan Industrial Estate, Ramtha  ","Irbid","21467","Irbid","962227391369","Apparel","589","207","382","","Classic Fashion Apparel Industry Ltd Co. - Unit 02","","","","",""
"Jordan","Sidney Apparels LLC","Plot 5B Sector 19 of AIIE PO Box 2393, Dead Sea Road ","Aqaba","77110","Aqaba","962799222923","Apparel","1159","850","309","1000","","","","","",""
"Korea, Republic of (South Korea)","Geo-Chang Co.,Ltd","100-1, Sangokdong-Ro,    ","Hanam-Si","13025","Gyeonggi-do","82317953015","Apparel","25","6","12","","","","","","",""
"Lithuania","Kirpte","Ulonu 16  ","Alytus","LT-62175","","37031577383","Apparel","80","70","10","","","","","","",""
"Madagascar","World Knits - Mada S.A.","ZONE FUTURA 0 0","Antananarivo","105","Select","202244252","Apparel","1551","1000","551","","","","","","",""
"Mauritius","CMT New Phoenix 5","DBM INDUSTRIAL ESTATE VALENTINA PHOENIX","PHOENIX","","Port Louis","230","Apparel","911","771","140","494","","","","","",""
"Mauritius","RT KNITS LTD","Sldc Industrial Estate, La Tour Koenig  ","Pointe Aux Sables","11123","Port Louis","230206888Ext8852","Apparel","1990","743","1247","0","","","","","",""
"Mauritius","World Knits Ltd. (Quartier Militaire)","New Road Vuillemin Quartier Militaire ","Militaire","81106","","2304356241599999951088873912664064","Apparel","601","323","278","229","","","","","",""
"Mexico","Industrias Manufactureras MYR, S.A. De C.V.","Carretera Irapuato-Abasolo Km. 5, Col. La Garrida.  ","Irapuato","36800","Guanajuato","4621141101","Apparel","1608","981","627","0","","","","","",""
"Mexico","Lecteus S.A de C.V","Dr. Andrade No. 47 Local B Colonia Doctores Delegación Cuauhtémoc","México","06720","Distrito Federal","525563898787","Apparel","19","7","12","0","","","","","",""
"Myanmar","Bago Sports Gloves Co., Ltd","Plot-32, Bago-Tite Kyi Road Foreign Industrial Area  Nyang Inn Village ","Bago","08018","Bago","959256126863","Accessories","824","697","127","0","Naigai Co Ltd","","","","",""
"Myanmar","BAGO SPORTS GLOVES COMPANY LIMITED","WARD NO. (9), BAGO OAKTHAR MYOTHIT  PLOT NO.(42), LOCAL INDUSTRIAL ZONE BAGO TOWNSHIP","BAGO REGION","8018","Bago","959740971634","Accessories","966","842","124","","Bago Sports Gloves Co., Ltd","","","","",""
"Myanmar","Myanmar Pou Chen Company Limited","No.112/121, No.4 High Way Road,  Thardu Kan Industrial Zone Shwe Pyi Thar Township","Yangon","11411","Yangon","9596112132050","Footwear","6417","5566","851","0","Idea (Macao Commercial Offshore) Limited","","","","",""
"Myanmar","Shyang Peng Cheng Co. Ltd (SHB)","No.(9/3,41,42,52,83) West Mae Kone 620/KA Area Bago Myo Shaung Road, Mae Kone Village, Bago Township ","Bago","8011","Bago","959960530133","Footwear","2442","2197","245","51","LEAP GLOBAL DEVELOPMENT INC.","","","","",""
"Myanmar","Thong Thai Textile (Myanmar) Co., Ltd (TM2)","Twinthin Teik Won U  Tun Nyo Street, Hlaing Thar Yar Industrial Zone(1) Hlaing Thar Yar Township","Yangon Region","11401","","9568404","Apparel","1304","1139","165","32","Thong Thai Textile Co., Ltd.","","","","",""
"Myanmar","Tsang Yih Co., Ltd.","Plot No. X3/X4/X5/X6/N3/N4 Myay Taing street Anawyahtar Industrial Zone ","Hlaing Thar Yar Township","11401","Yangon","959796908436","Footwear","6416","5404","1012","0","Right Source Investments Limited","","","","",""
"Nicaragua","Annic II, S.A.","Zona Franca Las Palmeras, Km. 45 Carretera Masatepe a San Marcos ","Masatepe,","42600","Masaya","50525326000","Apparel","4449","2166","2283","0","Gildan Activewear, Inc","","","","",""
"Pakistan","Awan Sports Industries Pvt. Ltd (Unit 5)","9km Daska Road  ","Adha Sialkot","51310","Punjab","920092526527893","Gear","1305","119","1186","","","","","","",""
"Pakistan","Capital Sports Corporation (PVT) Ltd","Capital Sports Corporation (PVT) Ltd Kashmir Road Pacca Garha","Sialkot","51310","Punjab","92524265831","Gear","50","4","46","","","","","","",""
"Pakistan","Capital Sports Corporation (Pvt) Ltd.","Village Kopra Wazirabad Road Sambrial, Sialkot","Sambrial, Sialkot","51070","Punjab","92524265831","Gear","226","5","221","","Capital Sports Corporation (PVT) Ltd","","","","",""
"Pakistan","Challenge apparels limited","34 KM Multan Road , Shamkey Bhattian Lahore  ","Lahore","54600","Punjab","924235935057","Apparel","2733","27","2706","","","","","","",""
"Pakistan","Forward Gear (Pvt) Ltd.","Adha Sahowala Wazirabad Road ","Sialkot","51310","Punjab","9292523571812Ext112","Accessories","935","73","862","","","","","","",""
"Pakistan","Forward Gear Subcontractor","Daska Road SAGA building  ","Sialkot","51310","Punjab","523575311","Accessories","48","0","225","","Forward Gear (Pvt) Ltd.","","","","",""
"Pakistan","Forward Sports (PVT) Ltd","P.B. Box 1704 Adda Sahowala Wazirabad Road","Sialkot","51310","Punjab","92523456454545","Accessories, Gear","4101","832","3269","0","Forward Egypt","","","","",""
"Pakistan","Interloop Limited (HD-III)","8KM Manga Raiwind Road  ","Raiwind / Lahore","55140","Punjab","0","Accessories","3455","311","3144","","","","","","",""
"Pakistan","Interloop Limited (Hosiery Division I)","1-Km Khurrianwala-Jaranwala Road Khurrianwala-faisalabad ","Faisalabad","37630","Punjab","92414360400Ext8170","Accessories","6629","767","5862","0","INTERLOOP LIMITED (HOSIERY DIVISION II)","","","","",""
"Pakistan","INTERLOOP LIMITED (HOSIERY DIVISION II)","7 KM Jaranwala Road Khurrianwala Faisalabad ","Faisalabald","38000","Punjab","92414360400","Accessories, Apparel","9057","884","8173","","Interloop Limited","","","","",""
"Pakistan","Style Textile (Pvt) Limited","126/3-Kot Lakhpat Industrial Estate  ","Lahore","54770","Punjab","92425113064","Apparel","4617","714","3903","","Style Textile (Pvt.) Ltd.","","","","",""
"Pakistan","Style Textile (Pvt) Limited (Raiwind)","8-KM Manga Raiwind Road , District Kasur  ","Lahore","55150","Punjab","924235123064","Apparel","12101","2050","10051","","Style Textile (Pvt) Limited","","","","",""
"Pakistan","Style Textile (PVT) Limited (Sundar)","Block No.A(Plot No.143), Block-B(Plot No 152-A) Block-C(Plot No.154-A) & Block-D(Plot No.153-B) Sunder Industrial Estate","Lahore, Punjab","53801","Punjab","00924235123064Ext350","Apparel","5838","926","4912","","Style Textile (Pvt.) Ltd.","","","","",""
"Pakistan","Style Textile (Pvt) Limited (Unit 5)","37, KM, Multan Road  ","Lahore ","55270","Punjab","924235123064Ext350","Apparel","1349","133","1216","","Style Textile (Pvt.) Ltd.","","","","",""
"Pakistan","Veer Sports ( Pvt ) Ltd","Export Processing Zone, Wazirabad Road  ","Sialkot","51070","Punjab","9292523571812Ext113","Accessories","738","88","650","","Forward Gear (Pvt) Ltd.","","","","",""
"Philippines","Feeder Apparel Corp.","Block C-5, 5th Street cor. 2nd Avenue , Mactan Economic Zone 1  ","Lapu-Lapu","6015","Central Visayas","63323415393","Apparel","1872","1114","752","","Sports City International Inc","","","","",""
"Philippines","Feeder Apparel Corporation - CPRD","Block B4, 2nd Avenue, 3rd Street, Mactan Economic Zone 1  ","Lapu-Lapu ","6015","Central Visayas","63323410485","Apparel","580","327","239","13","Sports City International Inc","","","","",""
"Philippines","GMI-Central Warehouse and Training Center","Block E2 3rd Street Gate 4 Mactan Economic Processing Zone 1 ","Lapu-Lapu ","6015","Central Visayas","63323410011","Apparel","202","53","268","","Sports City International Inc","","","","",""
"Philippines","Mactan Apparels Inc.","Block B-6, Corner 5th Street, 2nd Avenue  Mactan Economic Zone 1  ","Lapu-Lapu ","6015","Central Visayas","63323400515","Apparel","3416","2072","1363","7","Sports City International Inc","","","","",""
"Philippines","Metro Wear, Inc.","Block C-6, 2nd Avenue Corner 5th St. Mactan Economic  Zone 1","Lapu-Lapu ","6015","Central Visayas","6363323405633Ext208","Apparel","1483","902","574","","Sports City International Inc","","","","",""
"Philippines","Yuenthai Apparel Development Philippines Inc.","1st Avenue Ext. 6th Street Ext. Mactan Economic Zone  1, ","Lapu-Lapu","6015","Cebu","63324940391","Apparel","1058","426","632","9","Yuen Thai Industrial Company Limited","","","","",""
"Philippines","Yuenthai Philippines - plant2 ","3rd Avenue, 5th Street Mactan Econmic Zone 1 Ibo","Lapu Lapu City","6015","Cebu","630323404179","Apparel","1901","1191","710","1","Yuen Thai Industrial Company Limited","","","","",""
"Portugal","4teams - Advertising & Merchandising, Lda.","Rua da Industria, 89 PO Box 160 ","Caldas de Vizela","4815-901","Minho","351253489080","Apparel","84","38","55","0","","","","","",""
"Portugal","Finieco, sa","Rua do Barracão, 500 Santa Cristina do couto  ","Santo Tirso","4780-235","Porto","351252809140","Accessories","248","62","146","7","","","","","",""
"Portugal","P&R (Esposende)","Rua do Agrelo - Rio de Moínhos, 4740-577 - Marinhas, Esposende   ","Esposende","4740 ","Braga","351253964785","Apparel","41","39","2","","P&R Texteis S.A.","","","","",""
"Portugal","P&R Texteis S. A.","Avenida Central, nr. 45 Tamel São Veríssimo  ","Barcelos","4750 - 721","Braga","35253809710","Apparel","161","131","30","","P&R Texteis S.A.","","","","",""
"Romania","SMS ROMANIA SRL","SPICULUI STR.9  ","SATU MARE","440278","","40261839770","Accessories, Apparel","192","130","62","","","","","","",""
"Slovenia","Etiketa Tiskarna D.D.","Industrijska ulica 6  ","Ziri","4226","Ziri","38645158400","Apparel","210","125","85","","Sipesa S.A.","","","","",""
"South Africa","Vimal Clothing Enterprise C.C.","4 Fairways Avenue, Fairways Park, Mount Edgecombe 0 0","Durban","4301","KwaZulu-Natal","315382400","Apparel","219","199","20","0","","","","","",""
"Spain","Castma S.L","AVDA.BENICASIM, S/N-POL.IND.ESTADIO,5-6-7  ","Castellón","12004","Valencia","34964205544","Accessories","8","3","5","","","","","","",""
"Spain","Crechi International S.A.","C/ La Huerta, 2 L´Eliana ","La Eliana","46183","Valencia","961661223","Accessories","4","2","2","4","","","","","",""
"Spain","DIEGO TORVISCO","GENERO DE PUNTO  12-1-1 ","MATARO ","08304","Catalunya","34938283777","Apparel","5","2","3","","Fello S.A.","","","","",""
"Spain","Fello S.A.","C/Bures 1  ","Castelbell I El Vilar","08226 ( BARCELONA) ","Catalunya","349382883778","Apparel","5","5","5","5","","","","","",""
"Spain","Varisport S.L.","C/ Luis Vives 10  ","Sabadell","08206","Catalunya","34937169128","Apparel","7","6","1","","","","","","",""
"Spain","VIDRERES 2000 S.L.","POLIGONO INDIUSTRIAL  CA PATALINA CALLE FONT DE LA MINA Nº3 MALGRAT DE MAR ","BARCELONA ","08380","Catalunya","347622255","Apparel","4","3","1","","","","","","",""
"Taiwan","Grand Amos Products Co.Ltd.","9-5, No 376 JenAi Rd Sec 4  ","Taipai ","10693","Taipei","886227043129","Accessories","15","12","3","","","","","","",""
"Taiwan","Hope Land Enterprise Co., Ltd.","No.588 Sec.6  Changrong Road Liuying Dist","Tainan","736","Taiwan","66222530","Accessories","95","83","28","","","","","","",""
